num_feat_0,num_feat_1,num_feat_2,num_feat_3,num_feat_4,num_feat_5,num_feat_6,num_feat_7,num_feat_8,num_feat_9,num_feat_10,num_feat_11,num_feat_12,num_feat_13,num_feat_14,num_feat_15,num_feat_16,num_feat_17,cat_feat_0,cat_feat_1,cat_feat_2,label
0.18905338179353307,-0.5227484414807474,-0.41306354339189344,-2.4414673826398556,1.799707382720902,1.1441658720372287,-0.32542283686782436,0.7738065867276614,0.28121066979764925,-0.5538228364240524,0.9775674511260357,-0.31055654665915255,-0.3288239040579627,-0.7921467553588982,0.45495807124085547,-0.09919805171738795,0.5452887139646817,-0.6071856998706371,2,0,2,normal
0.12682784711186987,-0.8922740434297903,0.8414649723701431,0.18803508698068597,0.33057100813532614,0.41050391297026284,-1.0107575001533344,0.7831809961440773,2.0567028183423686,-1.6384425032355252,-1.7294114671544816,-1.50483141386432,0.8414588934539998,0.12871565747406846,1.078342440739298,0.722430872307499,0.21057181237528058,0.28403814525037085,0,2,3,normal
-0.16976049772313542,0.8684602112115102,-1.1297159617807548,-0.4218588261783162,0.2429388530987352,1.8014208584493328,-0.7644641157203993,-1.0790604591369424,-0.5632871985040379,0.9692722011381628,-0.23500550689182578,1.324347019236957,-1.872529517606024,1.128523141900478,1.0348662399295387,-1.4186656898014849,0.15358188653595775,1.2157576351945363,3,0,1,normal
0.08791904230952238,0.99970142215178,2.3748869133171437,0.2739322545923299,-0.2803823139429379,-0.7710521598195307,0.6480646015444852,-0.19673006635772372,-0.17874637079406783,-0.1052597784150319,0.6498696525854939,-1.0663396121649127,-1.5298764906705564,-2.4338766971489387,1.1986708993900783,0.07379335958326627,1.5101194131223459,-0.00895629811039896,0,3,0,normal
-0.7421554551991772,0.477929298799656,-0.07658841293719656,-1.2541866619736308,-0.885066581450772,1.766779317484588,0.3543505953235256,0.4163865350301778,-0.27655171832101155,-0.6897195637660919,0.8916558155709342,-0.10462645267369168,-0.7591081117479301,-0.13412851934954786,-0.9056060167223513,0.19004583859111193,1.12922763006904,-0.8360851661432465,3,1,1,normal
1.428544005170784,-0.6676199486614574,0.15341216272393984,-0.8363865253041882,-0.22223516635433505,0.047404412494126226,-0.4346849461734271,-0.7028878955725052,-0.6778861906636612,-0.8211599492508597,-1.570079992924429,-0.2629696110774594,0.4011582096101373,0.9084019250927495,0.6471027285461044,2.457336522342424,0.31868163507784153,-0.456333893932018,0,2,1,normal
1.8716346370160677,-1.0472180935940827,0.968477609522218,-0.955144769724686,0.35411165760150265,-1.9683967522378658,0.8992737076506074,-0.15824761527156533,-0.967681471724209,1.6784190387621596,0.7653546837661211,0.04580783577937577,-0.7454433887901278,-0.04336259016175258,-0.16392876295519593,0.7247764935410931,0.7980751811597928,-0.6677563797627329,1,3,0,normal
-0.5493705607570516,-0.5320653277786109,-1.3493172462579026,-0.5915748828912161,-0.09240806520639366,0.6909519446056412,1.3203794893667786,-0.8083458775593314,0.5509765318813011,-0.44445682570554373,2.0751877763153903,-0.048723544625703656,0.5021269704086143,-0.9361621531378327,-0.8106894642994449,0.20169530087063778,-0.3840544504961268,0.3532885925705412,3,1,3,normal
-1.5618241192857418,0.662004970148938,-0.8994803577797336,1.7224233963662954,-0.28846724206797386,1.0972650368859622,-1.394983322863019,0.4289462445148908,-0.8880296507945876,-0.4868890686859325,0.024596382191250814,-0.3170749669346225,0.26425562514648243,0.7476554288062055,0.6527821390898572,-0.08748148289345688,-1.3634305099843498,-0.8046461065088295,2,3,3,normal
-0.1957562084777642,-2.121825972601985,0.7520805892207797,-0.23963819232902653,-0.25131929860688523,0.948376210637088,0.6679105062494222,0.22100096632251784,-1.001333587233463,0.3104215762864059,0.3461775385567262,-0.8847733337672445,1.0433118451954217,0.5078871822065824,-1.969624366516231,0.12194944967029515,-1.264697993973541,1.1363151482568636,0,3,0,normal
